source_file,filename,status,task,baseline,query_variant,query_template,detector,target_source,stressor,level,seed,success,failure_type,target_error_l2,query_used,selected_detection_label,selected_detection_is_target,selection_failure_reason,grounding_dino_target_iou,grounding_dino_score,has_grounding_dino_debug,num_detections,num_candidate_detections,center_error_2d_px
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed94__q-object_label.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed94__q-object_label.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_trimmed_median_depth,same_shape_distractor,3,94,False,wrong_detection_selected,0.17456646948610222,target object,target object,False,,0.0575834544607515,0.4478600025177002,True,2,2,32.07023542164915
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__same_color_distractor_L0__seed91__q-object_label.json,PickSingleYCB__crop_median_depth_grounding_dino__same_color_distractor_L0__seed91__q-object_label.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,same_color_distractor,0,91,False,wrong_detection_selected,0.40187224330743543,target object,target object,False,,0.0,0.4925624132156372,True,2,2,51.50242712727236
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed91__q-object_label.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed91__q-object_label.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,0,91,False,target_error_too_large,0.10256726969298745,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed97__q-object_label.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed97__q-object_label.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_trimmed_median_depth,depth_sparsity,0,97,False,wrong_detection_selected,0.39741847120640084,target object,target object,False,,0.0,0.6034037470817566,True,1,1,47.762432936357
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed103__q-object_label.json,PickClutterYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed103__q-object_label.json,ok,PickClutterYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,depth_sparsity,3,103,True,success,0.056942528766436136,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed97__q-object_label.json,PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed97__q-object_label.json,ok,PickSingleYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,same_color_distractor,3,97,True,success,0.03941841764723906,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed97__q-object_label.json,PickSingleYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed97__q-object_label.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,same_shape_distractor,0,97,False,wrong_detection_selected,0.39741847120640084,target object,target object,False,,0.0,0.6034037470817566,True,2,2,47.762432936357
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed98__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L0__seed98__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,0,98,True,success,0.053850826356568016,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L3__seed95__q-generic.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L3__seed95__q-generic.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,3,95,True,success,0.07193001733360632,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__depth_sparsity_L3__seed94__q-object_label.json,PickSingleYCB__crop_median_depth_grounding_dino__depth_sparsity_L3__seed94__q-object_label.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,depth_sparsity,3,94,False,wrong_detection_selected,0.4556406999604,target object,target object,False,,0.0,0.5734235644340515,True,1,1,48.85949242470699
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed92__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed92__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,depth_sparsity,0,92,False,wrong_detection_selected,0.4009513991470444,the target object,the target object,False,,0.0,0.5006618499755859,True,1,1,56.87266478722445
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed104__q-generic.json,PickSingleYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed104__q-generic.json,ok,PickSingleYCB,crop_median_depth_query_aware,generic,target object,metadata query-aware,crop_median_depth,partial_target_occlusion,0,104,True,success,0.07936610915038346,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__same_color_distractor_L0__seed104__q-label_phrase.json,PickSingleYCB__crop_median_depth_grounding_dino__same_color_distractor_L0__seed104__q-label_phrase.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_median_depth,same_color_distractor,0,104,False,wrong_detection_selected,0.4225609632918331,the target object,the target object,False,,0.0,0.5835874676704407,True,2,2,58.67282164682384
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L0__seed104__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L0__seed104__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,same_shape_distractor,0,104,False,wrong_detection_selected,0.1349234041572306,the target object,the target object,False,,0.05496046721137018,0.2887037992477417,True,2,2,26.196373794859472
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed95__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed95__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_trimmed_median_depth,depth_sparsity,0,95,True,success,0.07121830720466067,the target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed104__q-generic.json,PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L3__seed104__q-generic.json,ok,PickSingleYCB,crop_median_depth_query_aware,generic,target object,metadata query-aware,crop_median_depth,same_color_distractor,3,104,True,success,0.07936610915038346,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed102__q-category.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L0__seed102__q-category.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,category,{target_category},metadata query-aware,crop_trimmed_median_depth,depth_sparsity,0,102,False,target_error_too_large,0.09080541392138067,object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L3__seed101__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L3__seed101__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,depth_sparsity,3,101,False,wrong_detection_selected,0.7088449374230333,the target object,the target object,False,,0.0,0.4088475704193115,True,1,1,49.64876634922564
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L0__seed94__q-object_label.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L0__seed94__q-object_label.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_trimmed_median_depth,same_color_distractor,0,94,False,wrong_detection_selected,0.17456646948610222,target object,target object,False,,0.0575834544607515,0.4478600025177002,True,2,2,32.07023542164915
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L0__seed103__q-object_label.json,PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L0__seed103__q-object_label.json,ok,PickSingleYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,same_color_distractor,0,103,True,success,0.05687323632367596,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed92__q-label_phrase.json,PickSingleYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed92__q-label_phrase.json,ok,PickSingleYCB,crop_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_median_depth,depth_sparsity,3,92,True,success,0.03741596595019756,the target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed92__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed92__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,generic,target object,GroundingDINO,crop_trimmed_median_depth,depth_sparsity,0,92,False,wrong_detection_selected,0.31604699974047057,target object,target object,False,,0.0,0.48659777641296387,True,1,1,30.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L3__seed104__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L3__seed104__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,partial_target_occlusion,3,104,False,depth_invalid,,the target object,the target object,True,,0.6168964488519123,0.30857568979263306,True,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed97__q-object_label.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L3__seed97__q-object_label.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_trimmed_median_depth,same_color_distractor,3,97,False,wrong_detection_selected,0.27696821148393047,target object,target object,False,,0.01080067480937656,0.454491525888443,True,2,2,43.85487430149584
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L3__seed104__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__depth_sparsity_L3__seed104__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_trimmed_median_depth,depth_sparsity,3,104,True,success,0.061817010002490874,the target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L3__seed100__q-object_label.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L3__seed100__q-object_label.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_trimmed_median_depth,partial_target_occlusion,3,100,False,target_error_too_large,0.1489731298036712,target object,target object,True,,0.6026501682318665,0.3951052725315094,True,1,1,1.118033988749895
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed101__q-label_phrase.json,PickSingleYCB__crop_median_depth_grounding_dino__same_shape_distractor_L0__seed101__q-label_phrase.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_median_depth,same_shape_distractor,0,101,False,wrong_detection_selected,0.40087389405843443,the target object,the target object,False,,0.0,0.5097980499267578,True,2,2,45.83121207212395
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L0__seed95__q-generic.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_color_distractor_L0__seed95__q-generic.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,generic,target object,GroundingDINO,crop_trimmed_median_depth,same_color_distractor,0,95,False,wrong_detection_selected,0.4933314007675375,target object,target object,False,,0.0,0.616299033164978,True,2,2,52.773099207835045
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L0__seed95__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__partial_target_occlusion_L0__seed95__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,partial_target_occlusion,0,95,False,wrong_detection_selected,0.4933314007675375,the target object,the target object,False,,0.0,0.605111837387085,True,1,1,52.773099207835045
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L3__seed92__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L3__seed92__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,depth_sparsity,3,92,False,wrong_detection_selected,0.20946610361259252,the target object,the target object,False,,0.0,0.4354254901409149,True,1,1,29.60152023123137
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L3__seed102__q-category.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L3__seed102__q-category.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,category,{target_category},metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,3,102,False,wrong_detection_selected,0.1791511242154438,object,target-shaped distractor,False,,,,False,2,2,18.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L3__seed92__q-generic.json,PickSingleYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L3__seed92__q-generic.json,ok,PickSingleYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,same_color_distractor,3,92,True,success,0.039175690988716975,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed101__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__depth_sparsity_L0__seed101__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,generic,target object,GroundingDINO,crop_trimmed_median_depth,depth_sparsity,0,101,False,wrong_detection_selected,0.22214887865281313,target object,target object,False,,0.0,0.40466514229774475,True,1,1,49.882361612096915
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L3__seed97__q-object_label.json,PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L3__seed97__q-object_label.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,same_shape_distractor,3,97,False,wrong_detection_selected,0.27696821148393047,target object,target object,False,,0.01080067480937656,0.454491525888443,True,2,2,43.85487430149584
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed99__q-category.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed99__q-category.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,category,{target_category},GroundingDINO,crop_trimmed_median_depth,same_shape_distractor,3,99,True,success,0.052195039277096913,object,object,True,,0.5980107669489582,0.5857112407684326,True,2,2,0.7071067811865476
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L0__seed98__q-label_phrase.json,PickSingleYCB__crop_median_depth_query_aware__same_color_distractor_L0__seed98__q-label_phrase.json,ok,PickSingleYCB,crop_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_median_depth,same_color_distractor,0,98,True,success,0.061112514245048676,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed92__q-generic.json,PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed92__q-generic.json,ok,PickClutterYCB,crop_median_depth_query_aware,generic,target object,metadata query-aware,crop_median_depth,partial_target_occlusion,0,92,True,success,0.03442729707913022,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed98__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__partial_target_occlusion_L0__seed98__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,partial_target_occlusion,0,98,True,success,0.053850826356568016,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L3__seed95__q-label_phrase.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L3__seed95__q-label_phrase.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_trimmed_median_depth,same_color_distractor,3,95,False,target_error_too_large,0.0879688681723734,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed103__q-object_label.json,PickClutterYCB__crop_median_depth_query_aware__partial_target_occlusion_L0__seed103__q-object_label.json,ok,PickClutterYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,partial_target_occlusion,0,103,True,success,0.07960761804631124,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L3__seed101__q-label_phrase.json,PickClutterYCB__crop_median_depth_grounding_dino__same_shape_distractor_L3__seed101__q-label_phrase.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_median_depth,same_shape_distractor,3,101,False,wrong_detection_selected,0.7088449374230333,the target object,the target object,False,,0.0,0.4088475704193115,True,2,2,49.64876634922564
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L0__seed98__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L0__seed98__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,same_shape_distractor,0,98,False,wrong_detection_selected,0.4146828307340484,the target object,the target object,False,,0.0,0.5399067401885986,True,2,2,52.19674319342156
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed104__q-generic.json,PickSingleYCB__crop_median_depth_query_aware__depth_sparsity_L3__seed104__q-generic.json,ok,PickSingleYCB,crop_median_depth_query_aware,generic,target object,metadata query-aware,crop_median_depth,depth_sparsity,3,104,True,success,0.027706641793857168,target object,target object,True,,,,False,1,1,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed96__q-category.json,PickClutterYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed96__q-category.json,ok,PickClutterYCB,crop_trimmed_median_depth_grounding_dino,category,{target_category},GroundingDINO,crop_trimmed_median_depth,same_shape_distractor,3,96,False,wrong_detection_selected,0.217253856539506,object,object,False,,0.0,0.6566972732543945,True,2,2,49.81214711292819
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed104__q-label_phrase.json,PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L3__seed104__q-label_phrase.json,ok,PickClutterYCB,crop_median_depth_query_aware,label_phrase,the {target_label},metadata query-aware,crop_median_depth,same_shape_distractor,3,104,True,success,0.05303648886815148,the target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L3__seed99__q-category.json,PickSingleYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L3__seed99__q-category.json,ok,PickSingleYCB,crop_median_depth_grounding_dino,category,{target_category},GroundingDINO,crop_median_depth,partial_target_occlusion,3,99,False,target_error_too_large,0.12877215731101926,object,object,True,,0.5997949434199413,0.5433019399642944,True,1,1,0.7071067811865476
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed101__q-label_phrase.json,PickSingleYCB__crop_trimmed_median_depth_grounding_dino__same_shape_distractor_L3__seed101__q-label_phrase.json,ok,PickSingleYCB,crop_trimmed_median_depth_grounding_dino,label_phrase,the {target_label},GroundingDINO,crop_trimmed_median_depth,same_shape_distractor,3,101,False,wrong_detection_selected,0.40087389405843443,the target object,the target object,False,,0.0,0.5097980499267578,True,2,2,45.83121207212395
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L3__seed96__q-category.json,PickClutterYCB__crop_median_depth_grounding_dino__partial_target_occlusion_L3__seed96__q-category.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,category,{target_category},GroundingDINO,crop_median_depth,partial_target_occlusion,3,96,False,wrong_detection_selected,0.217253856539506,object,object,False,,0.0,0.6444046497344971,True,1,1,49.81214711292819
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L3__seed95__q-generic.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_shape_distractor_L3__seed95__q-generic.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,generic,target object,metadata query-aware,crop_trimmed_median_depth,same_shape_distractor,3,95,False,target_error_too_large,0.0879688681723734,target object,target object,True,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L0__seed99__q-category.json,PickClutterYCB__crop_trimmed_median_depth_query_aware__same_color_distractor_L0__seed99__q-category.json,ok,PickClutterYCB,crop_trimmed_median_depth_query_aware,category,{target_category},metadata query-aware,crop_trimmed_median_depth,same_color_distractor,0,99,True,success,0.044199914585316684,object,red target distractor,False,,,,False,2,2,0.0
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_grounding_dino__depth_sparsity_L3__seed91__q-object_label.json,PickClutterYCB__crop_median_depth_grounding_dino__depth_sparsity_L3__seed91__q-object_label.json,ok,PickClutterYCB,crop_median_depth_grounding_dino,object_label,{target_label},GroundingDINO,crop_median_depth,depth_sparsity,3,91,False,wrong_detection_selected,0.275324021014671,target object,target object,False,,0.0,0.406546413898468,True,1,1,31.784430150625635
/data/openMythosBench_project/outputs/open_vocab_query_ablation_ycb_clutter_20260521/shard_5/PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L0__seed97__q-object_label.json,PickClutterYCB__crop_median_depth_query_aware__same_shape_distractor_L0__seed97__q-object_label.json,ok,PickClutterYCB,crop_median_depth_query_aware,object_label,{target_label},metadata query-aware,crop_median_depth,same_shape_distractor,0,97,True,success,0.07225432129676206,target object,target object,True,,,,False,2,2,0.0
